query,seller_name,seller_id,rate
đồng hồ led skmei,Alola,92,0.68571428571428572
túi yuumy,LaTa,105,1.0
yuumi,LaTa,105,1.0
vi nam lata,LaTa,105,1.0
yuumy,LaTa,105,0.9987222080245336
túi đeo chéo nữ yuumy,LaTa,105,0.92181069958847739
ví lata,LaTa,105,0.920704845814978
túi  sách lata,LaTa,105,0.908675799086758
túi đeo lata,LaTa,105,0.90066225165562919
túi lata hn62,LaTa,105,0.89075630252100846
ví da lata,LaTa,105,0.89005235602094246
ví nam lata,LaTa,105,0.88691796008869184
lata,LaTa,105,0.86509799918334018
balo yuumy,LaTa,105,0.85981308411214952
tui lata,LaTa,105,0.85217391304347823
túi lata,LaTa,105,0.8463619150662699
túi đeo chéo yuumy 03,LaTa,105,0.84482758620689657
ví da nam lata,LaTa,105,0.84444444444444444
lata balo,LaTa,105,0.83888888888888891
dây nịt lata,LaTa,105,0.81415929203539827
túi nữ lata,LaTa,105,0.80423280423280419
lata',LaTa,105,0.8029197080291971
túi đeo chéo nữ lata,LaTa,105,0.783641160949868
túi deo cheo nu,LaTa,105,0.78301886792452835
túi xách thời trang lata,LaTa,105,0.77018633540372672
bóp nam lata,LaTa,105,0.75974025974025972
balo lata,LaTa,105,0.734025974025974
túi xách lata nữ,LaTa,105,0.7279411764705882
túi xách yuumy,LaTa,105,0.68888888888888888
túi đựng điện thoại lata,LaTa,105,0.676056338028169
túi đeo chéo lata,LaTa,105,0.66429495472186284
ví cầm tay lata,LaTa,105,0.63636363636363635
túi đeo chéo nữ dễ thương lata,LaTa,105,0.63529411764705879
thắt lưng lata,LaTa,105,0.6211180124223602
hộp đựng tai nghe marvel,Tuấn Tú Store,113,1.0
ipad air 2 case kaku,Tuấn Tú Store,113,0.74619289340101524
cường lực cho ipad pro gen2 12.9,Tuấn Tú Store,113,0.7
bao da ipad new,Tuấn Tú Store,113,0.63013698630136983
bao ipad mini 3,Tuấn Tú Store,113,0.60606060606060608
drap giuong song hong,Chăn Ga Gối Đệm Sông Hồng,122,0.64556962025316456
bộ chăn ga sông hồng,Chăn Ga Gối Đệm Sông Hồng,122,0.61702127659574468
i basic,iBasic,126,0.89830508474576276
ibasic nam,iBasic,126,0.83566691230655854
ibasic,iBasic,126,0.80139712452278455
quần lót nam ibasic,iBasic,126,0.65275707898658719
quan lot ibasic,iBasic,126,0.60747663551401865
drap lotus,Lotus Bedding,127,0.94413407821229045
lotus,Lotus Bedding,127,0.8876811594202898
xe đạp 12 inch,Nhựa Chợ Lớn,143,0.67901234567901236
xe ăn bột,Nhựa Chợ Lớn,143,0.625
vạn tường,Tranh Dán Tường Vạn Tường,144,0.95833333333333337
decal dán tường khung tranh,Tranh Dán Tường Vạn Tường,144,0.77165354330708658
tranh decal,Tranh Dán Tường Vạn Tường,144,0.63687150837988826
tero,Fit Consumer,146,1.0
nước rửa chén tero,Fit Consumer,146,0.61904761904761907
nước giặt tero,Fit Consumer,146,0.60700389105058361
pantone,Sáo Diều Media,148,0.73529411764705888
merly,Merlyshoes,161,1.0
giày merly,Merlyshoes,161,1.0
giày nữ bít mũi có dây cổ chân,Merlyshoes,161,0.79503105590062106
giày sandal bịt mũi,Merlyshoes,161,0.60802469135802473
bluboo,Otel Mobile,190,0.6717557251908397
bluboo s3,Otel Mobile,190,0.61009174311926606
funcl ai,TechTown,202,1.0
kz zs10,TechTown,202,0.99401197604790414
tai nghe kz zsn,TechTown,202,0.90625
kz zsn,TechTown,202,0.83460559796437661
kz zsn pro,TechTown,202,0.77070063694267521
kz,TechTown,202,0.629585326953748
"kz ",TechTown,202,0.61224489795918369
mmcx,TechTown,202,0.61111111111111116
cô bé bọ rùa,ADCBOOKIZ,208,0.87786259541984735
fairy corner,Fairy Corner,210,0.71610169491525422
cà phê phố,Thành Thuận Thiên,211,0.90789473684210531
quần  boi nam,Thời Trang Viết Minh,221,0.68965517241379315
ekoko,Ekoko handmade,227,1.0
ringo,Tuyền Hưng Phú,235,0.67796610169491522
viethoney,Viethoney,247,0.77777777777777779
mật ong viethoney,Viethoney,247,0.60625
flydigi q1,Promax Shop,259,1.0
vson,Promax Shop,259,0.66923076923076918
envymen,Áo - Thời trang Ngọc Việt,264,0.8666666666666667
the basic,Áo - Thời trang Ngọc Việt,264,0.82352941176470584
sanka,Cửa hàng Nhật Bản Hachi Hachi,282,0.91976225854383353
hộp đựng bài,Cửa hàng Nhật Bản Hachi Hachi,282,0.6160714285714286
những sinh vật í ẹ,CrabitNoteBuck,284,0.68823529411764706
crabit dotted,CrabitNoteBuck,284,0.66428571428571426
crabbit notebuck,CrabitNoteBuck,284,0.64432989690721654
dotted,CrabitNoteBuck,284,0.64052287581699341
dép spenco,Steps Việt Nam,302,1.0
spenco,Steps Việt Nam,302,0.86571428571428577
soul eater,TA Books,303,0.637478108581436
bí mật sau giờ học,TA Books,303,0.6339285714285714
cellfast,Ban Công Xanh,307,1.0
dorco,DORCO VIỆT NAM,308,0.985
lưỡi lam,DORCO VIỆT NAM,308,0.639344262295082
đầm eden,Thời Trang Eden,311,0.99707602339181289
thơi trang eden,Thời Trang Eden,311,0.99159663865546221
thoi trang eden,Thời Trang Eden,311,0.97014925373134331
eden,Thời Trang Eden,311,0.969207579672696
dam eden,Thời Trang Eden,311,0.96231155778894473
eden fashion,Thời Trang Eden,311,0.91692789968652033
đầm suông eden,Thời Trang Eden,311,0.82954545454545459
thời trang eden,Thời Trang Eden,311,0.7316770186335404
zono,Chọn Giá Rẻ,321,0.782608695652174
royal walk,Song Nghi,325,1.0
scala,Song Nghi,325,1.0
yf,Thời Trang Trẻ Em YF,327,1.0
chảo chống dính 2 quai,Trung Tâm Mua Sắm Raiden,329,0.95412844036697253
chảo hai quai,Trung Tâm Mua Sắm Raiden,329,0.75
chao 2 quai,Trung Tâm Mua Sắm Raiden,329,0.69902912621359226
chảo 2 quai,Trung Tâm Mua Sắm Raiden,329,0.65156794425087106
fornix fm26,Fornix Shop,337,0.96638655462184875
xe đạp thể thao fornix,Fornix Shop,337,0.89723320158102771
xe đạp fornix,Fornix Shop,337,0.86998784933171325
xe dap fornix,Fornix Shop,337,0.83993115318416522
fornix,Fornix Shop,337,0.77969121140142517
paper like,Nhà Giả Kim,338,0.99137931034482762
paperlike,Nhà Giả Kim,338,0.97727272727272729
bao da kindle paperwhite 2018 gen 4 10th,Nhà Giả Kim,338,0.81560283687943258
bao kindle 2018,Nhà Giả Kim,338,0.73076923076923073
bút nhớ dòng,VPP Thiên Tinh,342,0.72777777777777775
mcgoldson,McGOLDSON,344,0.68461538461538463
rock space,KMSHOP,363,0.62773722627737227
tranh gạo,Tranh Gạo Thái Hoàng,370,0.874251497005988
ao mưa rando,Áo Mưa Rando,386,0.63253012048192769
rando,Áo Mưa Rando,386,0.631529263687854
đèn hào quang,Đại Phát Tài,389,0.689873417721519
kentom,Đại Phát Tài,389,0.66666666666666663
quan lot voga,Voga Underwear,410,1.0
quần sịp voga,Voga Underwear,410,1.0
quan voga,Voga Underwear,410,1.0
voga underwear,Voga Underwear,410,1.0
vớ voga,Voga Underwear,410,1.0
quần lót voga,Voga Underwear,410,0.98039215686274506
"voga ",Voga Underwear,410,0.84498480243161089
harasmall,HARASMALL,416,0.76923076923076927
haras,HARASMALL,416,0.73605947955390338
balo laptop haras,HARASMALL,416,0.68359375
ba lô haras,HARASMALL,416,0.67114093959731547
smoovy,Việt Đức,418,1.0
áo ngực thebrashop,Thebrashop,420,1.0
thebrashop,Thebrashop,420,1.0
rèm cửa nhật bản hanamu,ODA CURTAIN,421,1.0
minilabo,ODA CURTAIN,421,1.0
man cua nhat ban,ODA CURTAIN,421,0.99519230769230771
màn rèm cửa may sẵn,ODA CURTAIN,421,0.99319727891156462
oda,ODA CURTAIN,421,0.99137931034482762
rèm cửa 200×100,ODA CURTAIN,421,0.99065420560747663
"rèm cửa nhật bản ",ODA CURTAIN,421,0.98966408268733852
rèm cửa 3m,ODA CURTAIN,421,0.98319327731092432
"rèm cửa nhật ",ODA CURTAIN,421,0.97948717948717945
rèm cửa chan sang,ODA CURTAIN,421,0.97222222222222221
rèm cửa so che năng,ODA CURTAIN,421,0.94247787610619471
rèm cửa dài,ODA CURTAIN,421,0.93913043478260871
rèm cửa nhật bản moreno 230 x 100cm,ODA CURTAIN,421,0.93702770780856426
rèm cửa nhật bản,ODA CURTAIN,421,0.93220338983050843
rèm thường,ODA CURTAIN,421,0.92063492063492058
rem sao cua so,ODA CURTAIN,421,0.91129032258064513
rèm caro,ODA CURTAIN,421,0.90434782608695652
rèm cua,ODA CURTAIN,421,0.896774193548387
rem cửa,ODA CURTAIN,421,0.89558232931726911
rèm cửa lớn,ODA CURTAIN,421,0.88629737609329451
rèm trang trí nhà cửa,ODA CURTAIN,421,0.88607594936708856
rèm,ODA CURTAIN,421,0.87726098191214474
rèm màn cửa,ODA CURTAIN,421,0.86728395061728392
"rèm cửa ",ODA CURTAIN,421,0.864543018755582
cửa rèm,ODA CURTAIN,421,0.8605898123324397
rèm cửa đẹp,ODA CURTAIN,421,0.85981308411214952
rèm cửa màu hồng,ODA CURTAIN,421,0.8571428571428571
rèm cửa nhật,ODA CURTAIN,421,0.85683760683760679
"rem cua ",ODA CURTAIN,421,0.83950617283950613
"rèm cửa ",ODA CURTAIN,421,0.83720930232558144
dèm cửa,ODA CURTAIN,421,0.8370786516853933
rèm cửa,ODA CURTAIN,421,0.83440683043738761
rèm màn,ODA CURTAIN,421,0.83168316831683164
rèm cửa,ODA CURTAIN,421,0.82383419689119175
rèm nhật bản,ODA CURTAIN,421,0.82258064516129037
rèm của,ODA CURTAIN,421,0.81707317073170727
rèm cửa chính 3m2,ODA CURTAIN,421,0.80645161290322576
rèm,ODA CURTAIN,421,0.80452370100273474
rem cua,ODA CURTAIN,421,0.80353200883002207
rèm  cửa,ODA CURTAIN,421,0.79885057471264365
phụ kiện rèm cửa,ODA CURTAIN,421,0.79136690647482011
rèm treo cửa,ODA CURTAIN,421,0.78992805755395679
rèm cửa vải,ODA CURTAIN,421,0.78703703703703709
rèm roman,ODA CURTAIN,421,0.782608695652174
màn rèm,ODA CURTAIN,421,0.7814569536423841
rem cua soãnh,ODA CURTAIN,421,0.77551020408163263
rèm cửa 1m,ODA CURTAIN,421,0.76870748299319724
rèm cửa muji,ODA CURTAIN,421,0.7651006711409396
"rèm ",ODA CURTAIN,421,0.76330183988065636
rèm cửa chính,ODA CURTAIN,421,0.76327433628318586
rèm cửa chống nắng,ODA CURTAIN,421,0.76305220883534142
"màn cửa ",ODA CURTAIN,421,0.76033057851239672
rèm cửa trắng,ODA CURTAIN,421,0.75824175824175821
"rèm cửa phòng ",ODA CURTAIN,421,0.75471698113207553
rèm nilon,ODA CURTAIN,421,0.75147928994082835
màn rèm cửa sổ,ODA CURTAIN,421,0.74888888888888894
rèm cửa xổ,ODA CURTAIN,421,0.74691358024691357
màn che cửa,ODA CURTAIN,421,0.74242424242424243
rèm cửa phòng ngủ,ODA CURTAIN,421,0.73891625615763545
vải rèm cửa,ODA CURTAIN,421,0.73015873015873012
màn cửa,ODA CURTAIN,421,0.72836928786824406
mành rèm,ODA CURTAIN,421,0.72018348623853212
rèm cửa voan,ODA CURTAIN,421,0.714859437751004
rèm cửa sổ,ODA CURTAIN,421,0.70588235294117652
rèm cửa vải voan,ODA CURTAIN,421,0.70512820512820518
rèm spa,ODA CURTAIN,421,0.68778280542986425
rèm noren,ODA CURTAIN,421,0.68571428571428572
mành cửa,ODA CURTAIN,421,0.68421052631578949
rèm cửa màu trắng,ODA CURTAIN,421,0.680672268907563
rèm cửa hanumu,ODA CURTAIN,421,0.68
rèm cửa phòng,ODA CURTAIN,421,0.67873303167420818
rèm cửa trơn,ODA CURTAIN,421,0.67559523809523814
rèm cửa spa,ODA CURTAIN,421,0.66285714285714281
rem cua so,ODA CURTAIN,421,0.65402298850574714
rem cua chinh,ODA CURTAIN,421,0.644927536231884
rèm cưa,ODA CURTAIN,421,0.64423076923076927
rem,ODA CURTAIN,421,0.64227642276422769
rèm cửa hello kitty,ODA CURTAIN,421,0.63461538461538458
man cua,ODA CURTAIN,421,0.63113006396588489
rèm voan,ODA CURTAIN,421,0.62890625
rèm cửa giá rẻ,ODA CURTAIN,421,0.625
rèm cửa kéo,ODA CURTAIN,421,0.625
rèm cửa mini,ODA CURTAIN,421,0.62365591397849462
rem cua lon,ODA CURTAIN,421,0.60256410256410253
vinamop,VinaMop,425,0.61635220125786161
cindydrella,PRINCESS,426,0.97435897435897434
tôm khô,Thuần Nhất,428,0.88356164383561642
a91,A91 JEANS,437,0.946236559139785
a91 jeans,A91 JEANS,437,0.94305239179954437
eropi,EROPI,438,0.99346405228758172
túi praza,Praza,440,0.774390243902439
praza,Praza,440,0.77173536543124355
ba lo praza,Praza,440,0.74193548387096775
dien thoai suntek,Suntek,441,0.60526315789473684
giày slip on unisex tuvis,Giày Tuvi’s,442,1.0
giày vãi jean,Giày Tuvi’s,442,0.927536231884058
giày slip on tuvi's,Giày Tuvi’s,442,0.92537313432835822
tuvi’s,Giày Tuvi’s,442,0.91743119266055051
giay tuvi,Giày Tuvi’s,442,0.85656154628687686
tuvi,Giày Tuvi’s,442,0.83164983164983164
giày tuvi,Giày Tuvi’s,442,0.78666666666666663
tuvi's,Giày Tuvi’s,442,0.78094652735095271
tuvis,Giày Tuvi’s,442,0.779467680608365
giày tuvi's,Giày Tuvi’s,442,0.76030927835051543
giày slip on unisex tuvi's d01909-999,Giày Tuvi’s,442,0.65408805031446537
giày slip on unisex tuvi's,Giày Tuvi’s,442,0.63492063492063489
shop an thuy,Fashion An Thủy,443,1.0
fashion an thuy,Fashion An Thủy,443,1.0
ao dam an thuy,Fashion An Thủy,443,0.99259259259259258
đầm an thủy,Fashion An Thủy,443,0.98780487804878048
ao an thuy,Fashion An Thủy,443,0.983957219251337
áo an thuỷ,Fashion An Thủy,443,0.9808126410835214
an thủy,Fashion An Thủy,443,0.97864321608040206
áo kiểu an thuỷ,Fashion An Thủy,443,0.97142857142857142
dam  an thuy,Fashion An Thủy,443,0.968421052631579
an thuy,Fashion An Thủy,443,0.96368352788586253
an thuy dam,Fashion An Thủy,443,0.95238095238095233
áo an thủy,Fashion An Thủy,443,0.93959731543624159
thời trang an thủy,Fashion An Thủy,443,0.7931034482758621
thoi trang an thuy,Fashion An Thủy,443,0.75231481481481477
thoi trang an thuy đầm,Fashion An Thủy,443,0.73529411764705888
áo kiểu nữ an thủy,Fashion An Thủy,443,0.70779220779220775
dam theu an thuy,Fashion An Thủy,443,0.68150684931506844
dam an thuy,Fashion An Thủy,443,0.631578947368421
ao theu an thuy,Fashion An Thủy,443,0.62307692307692308
sulily,Sulily,444,1.0
giầy sulily,Sulily,444,0.72126436781609193
nón premi3r,PREMI3R,454,1.0
premi3r,PREMI3R,454,0.99116997792494477
fitis,Fitis,455,0.76014109347442682
thùng rác fitis,Fitis,455,0.68035714285714288
giày sandal nam everest,Everest,457,1.0
set đồ the thao,Everest,457,1.0
sandal nam everest,Everest,457,1.0
thời trang everest,Everest,457,1.0
dép sỏ ngón siêu nhẹ,Everest,457,1.0
dép kẹp nam thời trang,Everest,457,0.91489361702127658
áo màu cam nam,Everest,457,0.9066147859922179
áo thun nữ everest,Everest,457,0.88251366120218577
dép kẹp nam tommy,Everest,457,0.87378640776699024
everest áo,Everest,457,0.85483870967741937
áo thun nam màu cam trơn,Everest,457,0.85142857142857142
saldan nam 3 quai cheo,Everest,457,0.81553398058252424
áo thun nam màu cam,Everest,457,0.79166666666666663
sandal everest,Everest,457,0.77272727272727271
giày sabo,Everest,457,0.76036866359447008
áo thun nam everest,Everest,457,0.72032520325203253
ao youtube,Everest,457,0.7
giày thời trang sandal nam,Everest,457,0.67586206896551726
quần lót nam everest,Everest,457,0.66666666666666663
dép 3 quai ngang,Everest,457,0.66233766233766234
áo thun everest,Everest,457,0.65949820788530467
everest,Everest,457,0.63444227005870846
" nữáo thể thao mùa hè các clb vn",Everest,457,0.63366336633663367
ao thun nam in hình lol,Everest,457,0.631578947368421
giầy sục thời trang nam,Everest,457,0.61445783132530118
giày sandal nam quai ngang,Everest,457,0.608955223880597
light coffee,Kim Cương Xanh,458,0.922077922077922
mặt nạ rau má,Lamy Shop,459,0.7142857142857143
tb pro,Sportslink,464,1.0
dây quấn ghi đông,Sportslink,464,0.94927536231884058
đồ bộ bóng rổ cp sport trẻ em bull 23,Sportslink,464,0.90740740740740744
bộ đồ bóng rổ trẻ em cpsports sportslink (đỏ) - size 5,Sportslink,464,0.90740740740740744
đồ đá banh thủ môn,Sportslink,464,0.90066225165562919
sports bra wear workout,Sportslink,464,0.88961038961038963
đồ mặc nhà trẻ em,Sportslink,464,0.85964912280701755
"bra tap the thao ",Sportslink,464,0.8571428571428571
"đồ bộ trẻ em ",Sportslink,464,0.8497109826589595
do da banh duoi 100 nghin,Sportslink,464,0.815028901734104
bộ trẻ em,Sportslink,464,0.80327868852459017
"bộ đồ bóng rổ trẻ em ",Sportslink,464,0.80327868852459017
áo bra thể thao nữ hồng,Sportslink,464,0.7967479674796748
bo do thu mon,Sportslink,464,0.77005347593582885
áo đá banh the thao,Sportslink,464,0.76635514018691586
đồ đá banh nam giá rẻ,Sportslink,464,0.76569037656903771
bộ đồ bóng rổ trẻ em,Sportslink,464,0.75968992248062017
bộ đồ bóng rổ trẻ em cp sports,Sportslink,464,0.75384615384615383
bộ bóng rổ trẻ em,Sportslink,464,0.75384615384615383
đồ đá banh cpsport,Sportslink,464,0.7489539748953975
"đồ thủ môn ",Sportslink,464,0.69680851063829785
bộ đồ thủ môn,Sportslink,464,0.6955445544554455
bộ quần áo bóng rổ trẻ em,Sportslink,464,0.69339622641509435
đồ đa banh spot,Sportslink,464,0.69064748201438853
do da banh nam gia re sale,Sportslink,464,0.68669527896995708
đồ đá banh messi,Sportslink,464,0.6742424242424242
set đồ trẻ em,Sportslink,464,0.64473684210526316
đồ bóng rổ trẻ em,Sportslink,464,0.63774403470715835
đồ đá banh xxl,Sportslink,464,0.6333333333333333
do bong ro,Sportslink,464,0.6328125
supersports,Sportslink,464,0.632183908045977
ao bong ro tre em,Sportslink,464,0.630901287553648
do bong ro cho be,Sportslink,464,0.62820512820512819
"đồ đa banh ",Sportslink,464,0.6237942122186495
trang phục bóng rổ,Sportslink,464,0.61764705882352944
boomerang,WinwinShop 88,467,0.72419627749576987
tạp chí pi,Tạp Chí Pi,469,0.79601087941976423
sutumi,Aqua Sportswear,475,1.0
giày sutumi,Aqua Sportswear,475,1.0
sneaker nữ sutumi,Aqua Sportswear,475,1.0
giày nam lip on,Aqua Sportswear,475,1.0
giầy sneaker nữ hồng,Aqua Sportswear,475,0.872093023255814
slip on unisex trắng,Aqua Sportswear,475,0.76576576576576572
giày sutumi nam,Aqua Sportswear,475,0.701067615658363
slip on asos,Aqua Sportswear,475,0.66355140186915884
giày slip,Aqua Sportswear,475,0.64117647058823535
"giày slip on unisex vans ",Aqua Sportswear,475,0.63492063492063489
giày nam adachi n01,Aqua Sportswear,475,0.60504201680672265
titishop áo thun,TitiShop,476,1.0
titishop,TitiShop,476,0.95401554404145072
titishop áo vest nam,TitiShop,476,0.92523364485981308
áo vest nam titishop,TitiShop,476,0.8904109589041096
ao so mi nam hoa tiet hoa van,TitiShop,476,0.73417721518987344
áo khoac,TitiShop,476,0.69047619047619047
ca vat ban 6 cm,TitiShop,476,0.68327402135231319
sơ mi tay dài,TitiShop,476,0.67924528301886788
quần tây nam ống túm,TitiShop,476,0.678391959798995
cà-vạt thắt sẵn,TitiShop,476,0.65467625899280579
"túi xách nữ lala ",LA LA,477,0.8110236220472441
găng tay nitrile,Bếp Vệ Sinh,481,0.82170542635658916
túi đeo chéo sonoz,Sonoz,490,0.78238341968911918
waist bag,Sonoz,490,0.76732673267326734
sonoz,Sonoz,490,0.627455919395466
elago,Starter,505,1.0
withings,Starter,505,0.881578947368421
withing move,Starter,505,0.88118811881188119
ốp lưng apple,Starter,505,0.601063829787234
hario,Cubes Vinbarista,506,0.63796909492273735
v60,Cubes Vinbarista,506,0.61224489795918369
cặp coolbell,Shop Cặp Balo Giá Gốc,531,1.0
coolbell,Shop Cặp Balo Giá Gốc,531,0.997179125528914
soft99,Phúc Nguyên,532,0.62962962962962965
urban,Giầy Đông Ấn,535,0.8792134831460674
giày urban,Giầy Đông Ấn,535,0.81226765799256506
ace homme,Hopp Store,536,1.0
mr ace,Hopp Store,536,0.99295774647887325
mr ace homme,Hopp Store,536,0.99100968188105121
mr.ace homme,Hopp Store,536,0.98774080560420319
balo mr.ace homme,Hopp Store,536,0.97413793103448276
balo nữ casual,Hopp Store,536,0.77848101265822789
ra nệm,Genyo,538,1.0
sữa bio,Genyo,538,0.77922077922077926
virbac,Genyo,538,0.65384615384615385
jeans aaa,AAA Jeans,539,1.0
quan jin nu aaa,AAA Jeans,539,1.0
quan aaa,AAA Jeans,539,0.94285714285714284
aaa jeans,AAA Jeans,539,0.91459694989106755
aaajeans,AAA Jeans,539,0.90566037735849059
jean aaa,AAA Jeans,539,0.87735849056603776
aaa jean,AAA Jeans,539,0.85991678224687929
quan jean aaa,AAA Jeans,539,0.81060606060606055
quần jean aaa,AAA Jeans,539,0.73871409028727775
tinh dầu đất việt,Tinh Dầu Đất Việt,561,0.60396039603960394
màng ép plastic,Gia Lạc Trading,571,0.88692579505300351
giấy ép plastic,Gia Lạc Trading,571,0.78212290502793291
truyện cậu bé rồng,Nhà Sách Mười Chín,573,0.8817480719794345
cậu bé rồng,Nhà Sách Mười Chín,573,0.81168831168831168
babyganics,Babies - US Shop,575,0.64110429447852757
babycute,BabyCute Company (TP.HCM),576,1.0
quan bo bim babycute,BabyCute Company (TP.HCM),576,1.0
băng vệ sinh vải,BabyCute Company (TP.HCM),576,0.68575624082232012
bavapen b52,Kho Di Động,579,0.63636363636363635
tô tượng,R STAR,581,0.87954545454545452
im cương nhân tạo fascino gems dạng tròn 12.0 mm màu tcf,FASCINO,584,1.0
"kim cương nhân tạo fascino gems dạng tròn 12.0 mm ",FASCINO,584,1.0
kim cương nhân tạo 12 mm,FASCINO,584,1.0
nhân kim cương,FASCINO,584,0.92241379310344829
kim cương nhân tạo,FASCINO,584,0.85614733698357393
kim cuong nhan tao,FASCINO,584,0.636980491942324
gembank,Gembank,585,0.93965517241379315
4u shop,4U Shop,588,0.93220338983050843
4u,4U Shop,588,0.86679920477137173
ví nam 4u,4U Shop,588,0.80219780219780223
mũ napoli,Hải Đăng Sport,599,1.0
